#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
DEU,Germany,132706,Population ages 65 and older (millions),17.497992,2016
DEU,Germany,132806,Population under age 5 (millions),3.603894,2016
DEU,Germany,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",109.8634,2016
DEU,Germany,133206,Exports and imports (% of GDP),84.683163,2016
DEU,Germany,135006,Coefficient of human inequality,8.290933333,2016
DEU,Germany,136906,"Human Development Index (HDI), female",0.927030211,2016
DEU,Germany,137006,"Human Development Index (HDI), male",0.956319398,2016
DEU,Germany,137506,Human Development Index (HDI),0.941,2016
DEU,Germany,137906,Gender Development Index (GDI),0.969373008,2016
DEU,Germany,138806,Inequality-adjusted HDI (IHDI),0.86,2016
DEU,Germany,140606,"Unemployment, total (% of labour force)",4.122,2016
DEU,Germany,147206,International student mobility (% of total tertiary enrolment),4.15647,2016
DEU,Germany,147906,Youth not in school or employment (% ages 15-24),6.69,2016
DEU,Germany,148206,Labour force participation rate (% ages 15 and older),60.315,2016
DEU,Germany,148306,Employment to population ratio (% ages 15 and older),57.829,2016
DEU,Germany,149206,Government expenditure on education (% of GDP),4.80093,2016
DEU,Germany,150606,Employment in agriculture (% of total employment),1.308,2016
DEU,Germany,150706,Employment in services (% of total employment),71.31,2016
DEU,Germany,164406,Adjusted net savings (% of GNI),14.3209,2016
DEU,Germany,169706,Total unemployment rate (female to male ratio),0.840485284,2016
DEU,Germany,169806,Youth unemployment rate (female to male ratio),0.778613306,2016
DEU,Germany,170006,Concentration index (exports) (value),0.106374318,2016
DEU,Germany,174506,"Mortality rate attributed to household and ambient air pollution (per 100,000 population, age-standardized)",16,2016
DEU,Germany,174606,"Mortality rate attributed to unsafe water, sanitation and hygiene services (per 100,000 population)",0.6,2016
DEU,Germany,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",46.74710279,2016
DEU,Germany,175906,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, female (%)",19.28702,2016
DEU,Germany,178306,Gross capital formation (% of GDP),20.213714,2016
DEU,Germany,179406,Skilled labour force (% of labour force),87.343,2016
DEU,Germany,179706,Ratio of education and health expenditure to military expenditure,13.38897,2016
DEU,Germany,180706,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, male (%)",53.27844,2016
DEU,Germany,181206,Proportion of births attended by skilled health personnel (%),97.8,2016
DEU,Germany,181706,Rural population with access to electricity (%),100,2016
DEU,Germany,181806,Current health expenditure (% of GDP),11.130659,2016
DEU,Germany,182206,"Tuberculosis incidence (per 100,000 people)",8,2016
DEU,Germany,182806,Population using safely managed drinking-water services (%),100,2016
DEU,Germany,183506,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are female (%)",27.13951,2016
DEU,Germany,183706,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are male (%)",72.86049,2016
DEU,Germany,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",60.5,2016
DEU,Germany,185106,"Age-standardized mortality rate attributed to noncommunicable diseases, female",295.9,2016
DEU,Germany,185206,"Age-standardized mortality rate attributed to noncommunicable diseases, male",445.5,2016
DEU,Germany,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.206,2016
DEU,Germany,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",4276.379781,2016
DEU,Germany,194906,GDP per capita (2017 PPP $),51930.16272,2016
DEU,Germany,195206,Population using safely managed sanitation services (%),97,2016
DEU,Germany,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",9.753230926,2016
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),53213.02926,2016
DEU,Germany,195906,"Domestic material consumption per capita, (tonnes)",14.74882,2016
DEU,Germany,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",138.68,2016
DEU,Germany,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",19.32,2016
DEU,Germany,23806,Population with at least some secondary education (% ages 25 and older),96.5263,2015
DEU,Germany,23906,"Population with at least some secondary education, female (% ages 25 and older)",96.23937,2015
DEU,Germany,24006,"Population with at least some secondary education, male (% ages 25 and older)",96.83103,2015
DEU,Germany,24106,"Mean years of schooling, female (years)",13.6984,2015
DEU,Germany,24206,"Mean years of schooling, male (years)",14.4892,2015
DEU,Germany,31706,Share of seats in parliament (% held by women),36.85714286,2015
DEU,Germany,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",8.063,2015
DEU,Germany,43006,Vulnerable employment (% of total employment),6.13,2015
DEU,Germany,43606,"Internet users, total (% of population)",87.5898,2015
DEU,Germany,44206,Total population (millions),81.787411,2015
DEU,Germany,45106,Urban population (%),77.2,2015
DEU,Germany,46006,Mobile phone subscriptions (per 100 people),117.818,2015
DEU,Germany,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",12.22305,2015
DEU,Germany,47906,Median age (years),45.898,2015
DEU,Germany,48706,"Labour force participation rate (% ages 15 and older), female",54.343,2015
DEU,Germany,48806,"Labour force participation rate (% ages 15 and older), male",66.095,2015
DEU,Germany,49006,Sex ratio at birth (male to female births),1.05,2015
DEU,Germany,52306,Research and development expenditure (% of GDP),2.91197,2015
DEU,Germany,52606,"Remittances, inflows (% of GDP)",0.46355754,2015
DEU,Germany,53506,"Foreign direct investment, net inflows (% of GDP)",1.8575074,2015
DEU,Germany,57206,"Mortality rate, infant (per 1,000 live births)",3.237267,2015
DEU,Germany,57506,"Mortality rate, under-five (per 1,000 live births)",3.855578,2015
DEU,Germany,57806,"Mortality rate, female adult (per 1,000 people)",50.173,2015
DEU,Germany,57906,"Mortality rate, male adult (per 1,000 people)",92.451,2015
DEU,Germany,58006,"HIV prevalence, adult (% ages 15-49)",0.1,2015
DEU,Germany,61006,"Homicide rate (per 100,000 people)",0.833869164,2015
DEU,Germany,63106,Population ages 15–64 (millions),53.623484,2015
DEU,Germany,63206,"Gross enrolment ratio, primary (% of primary school-age population)",101.66745,2015
DEU,Germany,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",98.82264,2015
DEU,Germany,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",67.74687,2015
DEU,Germany,64306,"Infants lacking immunization, measles (% of one-year-olds)",3,2015
DEU,Germany,64406,"Infants lacking immunization, DTP (% of one-year-olds)",2,2015
DEU,Germany,65606,Gross fixed capital formation (% of GDP),19.99759081,2015
DEU,Germany,68606,Gender Inequality Index (GII),0.076,2015
DEU,Germany,69206,Life expectancy at birth (years),80.77,2015
DEU,Germany,69706,Expected years of schooling (years),16.73534,2015
DEU,Germany,71406,Inequality-adjusted education index,0.90998017,2015
DEU,Germany,71506,Inequality-adjusted life expectancy index,0.900533801,2015
DEU,Germany,71606,Inequality-adjusted income index,0.805780592,2015
DEU,Germany,73506,Overall loss in HDI due to inequality (%),7.142857143,2015
DEU,Germany,89006,"Maternal mortality ratio (deaths per 100,000 live births)",5,2015
DEU,Germany,97306,Natural resource depletion (% of GNI),0.029465124,2015
DEU,Germany,100806,Forest area (% of total land area),32.73242345,2015
DEU,Germany,101606,Inequality in education (%),2.6,2015
DEU,Germany,101706,Inequality in income (%),14.8,2015
DEU,Germany,101806,Inequality in life expectancy (%),3.6783,2015
DEU,Germany,103006,Mean years of schooling (years),14.08202,2015
DEU,Germany,103206,Life expectancy index,0.934923077,2015
DEU,Germany,103606,Income index,0.945751868,2015
DEU,Germany,103706,Education index,0.934271222,2015
DEU,Germany,110806,"Net migration rate (per 1,000 people)",4.769,2015
DEU,Germany,110906,"Unemployment, youth (% ages 15–24)",7.227,2015
DEU,Germany,111106,International inbound tourists (thousands),34970,2015
DEU,Germany,111306,Private capital flows (% of GDP),8.286168,2015
DEU,Germany,112506,"Suicide rate, male (per 100,000 people, age-standardized)",13.9,2015
DEU,Germany,112606,"Suicide rate, female (per 100,000 people, age-standardized)",4.9,2015
DEU,Germany,120606,"Life expectancy at birth, female (years)",83.227,2015
DEU,Germany,121106,"Life expectancy at birth, male (years)",78.306,2015
DEU,Germany,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),20.159,2015
DEU,Germany,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),32.363,2015
DEU,Germany,123306,"Expected years of schooling, female (years)",16.8776,2015
DEU,Germany,123406,"Expected years of schooling, male (years)",17.0334,2015
DEU,Germany,123506,"Estimated gross national income per capita, female (2017 PPP $)",42360.42035,2015
DEU,Germany,123606,"Estimated gross national income per capita, male (2017 PPP $)",62715.53436,2015
DEU,Germany,128306,"Prison population (per 100,000 people)",77.1,2015
DEU,Germany,132706,Population ages 65 and older (millions),17.354137,2015
DEU,Germany,132806,Population under age 5 (millions),3.492965,2015
DEU,Germany,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",108.79451,2015
DEU,Germany,133206,Exports and imports (% of GDP),86.135139,2015
DEU,Germany,135006,Coefficient of human inequality,7.0261,2015
DEU,Germany,136906,"Human Development Index (HDI), female",0.924429261,2015
DEU,Germany,137006,"Human Development Index (HDI), male",0.954736517,2015
DEU,Germany,137506,Human Development Index (HDI),0.938,2015
DEU,Germany,137906,Gender Development Index (GDI),0.968255896,2015
DEU,Germany,138806,Inequality-adjusted HDI (IHDI),0.871,2015
DEU,Germany,140606,"Unemployment, total (% of labour force)",4.624,2015
DEU,Germany,147206,International student mobility (% of total tertiary enrolment),3.7497,2015
DEU,Germany,147906,Youth not in school or employment (% ages 15-24),6.17,2015
DEU,Germany,148206,Labour force participation rate (% ages 15 and older),60.083,2015
DEU,Germany,148306,Employment to population ratio (% ages 15 and older),57.304,2015
DEU,Germany,149206,Government expenditure on education (% of GDP),4.80518,2015
DEU,Germany,150606,Employment in agriculture (% of total employment),1.394,2015
DEU,Germany,150706,Employment in services (% of total employment),70.917,2015
DEU,Germany,164406,Adjusted net savings (% of GNI),14.081705,2015
DEU,Germany,169706,Total unemployment rate (female to male ratio),0.848582345,2015
DEU,Germany,169806,Youth unemployment rate (female to male ratio),0.820522577,2015
DEU,Germany,170006,Concentration index (exports) (value),0.103778852,2015
DEU,Germany,174306,Fossil fuel energy consumption (% of total energy consumption),78.86255106,2015
DEU,Germany,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",46.67493966,2015
DEU,Germany,175906,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, female (%)",19.6704,2015
DEU,Germany,178306,Gross capital formation (% of GDP),19.999439,2015
DEU,Germany,179406,Skilled labour force (% of labour force),87.5041,2015
DEU,Germany,179706,Ratio of education and health expenditure to military expenditure,13.4979,2015
DEU,Germany,180706,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, male (%)",53.91201,2015
DEU,Germany,181206,Proportion of births attended by skilled health personnel (%),98.8,2015
DEU,Germany,181706,Rural population with access to electricity (%),100,2015
DEU,Germany,181806,Current health expenditure (% of GDP),11.088013,2015
DEU,Germany,182206,"Tuberculosis incidence (per 100,000 people)",8,2015
DEU,Germany,182806,Population using safely managed drinking-water services (%),100,2015
DEU,Germany,183506,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are female (%)",26.84921,2015
DEU,Germany,183706,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are male (%)",73.15079,2015
DEU,Germany,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",60.59999847,2015
DEU,Germany,185106,"Age-standardized mortality rate attributed to noncommunicable diseases, female",303.4,2015
DEU,Germany,185206,"Age-standardized mortality rate attributed to noncommunicable diseases, male",460.4,2015
DEU,Germany,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.20924,2015
DEU,Germany,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",4183.096725,2015
DEU,Germany,194906,GDP per capita (2017 PPP $),51209.08646,2015
DEU,Germany,195206,Population using safely managed sanitation services (%),97,2015
DEU,Germany,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",9.731809459,2015
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),52371.44552,2015
DEU,Germany,195906,"Domestic material consumption per capita, (tonnes)",14.82831,2015
DEU,Germany,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",141.95,2015
DEU,Germany,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",23.88,2015
DEU,Germany,23806,Population with at least some secondary education (% ages 25 and older),96.661,2014
DEU,Germany,23906,"Population with at least some secondary education, female (% ages 25 and older)",96.38451,2014
DEU,Germany,24006,"Population with at least some secondary education, male (% ages 25 and older)",96.95881,2014
DEU,Germany,24106,"Mean years of schooling, female (years)",13.6317,2014
DEU,Germany,24206,"Mean years of schooling, male (years)",14.4688,2014
DEU,Germany,31706,Share of seats in parliament (% held by women),35.57142857,2014
DEU,Germany,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",8.4046,2014
DEU,Germany,43006,Vulnerable employment (% of total employment),6.32,2014
DEU,Germany,43606,"Internet users, total (% of population)",86.19,2014
DEU,Germany,44206,Total population (millions),81.45037,2014
DEU,Germany,45106,Urban population (%),77.2,2014
DEU,Germany,46006,Mobile phone subscriptions (per 100 people),122.197,2014
DEU,Germany,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",12.29942,2014
DEU,Germany,48706,"Labour force participation rate (% ages 15 and older), female",54.318,2014
DEU,Germany,48806,"Labour force participation rate (% ages 15 and older), male",66.455,2014
DEU,Germany,52306,Research and development expenditure (% of GDP),2.86691,2014
DEU,Germany,52606,"Remittances, inflows (% of GDP)",0.43964287,2014
DEU,Germany,53506,"Foreign direct investment, net inflows (% of GDP)",0.50176913,2014
DEU,Germany,57206,"Mortality rate, infant (per 1,000 live births)",3.271172,2014
DEU,Germany,57506,"Mortality rate, under-five (per 1,000 live births)",3.902366,2014
DEU,Germany,57806,"Mortality rate, female adult (per 1,000 people)",49.597,2014
DEU,Germany,57906,"Mortality rate, male adult (per 1,000 people)",91.119,2014
DEU,Germany,58006,"HIV prevalence, adult (% ages 15-49)",0.1,2014
DEU,Germany,61006,"Homicide rate (per 100,000 people)",0.879062919,2014
DEU,Germany,63106,Population ages 15–64 (millions),53.499652,2014
DEU,Germany,63206,"Gross enrolment ratio, primary (% of primary school-age population)",100.53864,2014
DEU,Germany,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",99.71072,2014
DEU,Germany,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",65.50391,2014
DEU,Germany,64306,"Infants lacking immunization, measles (% of one-year-olds)",3,2014
DEU,Germany,64406,"Infants lacking immunization, DTP (% of one-year-olds)",2,2014
DEU,Germany,65606,Gross fixed capital formation (% of GDP),20.04027423,2014
DEU,Germany,68606,Gender Inequality Index (GII),0.081,2014
DEU,Germany,69206,Life expectancy at birth (years),80.642,2014
DEU,Germany,69706,Expected years of schooling (years),16.73334,2014
DEU,Germany,71406,Inequality-adjusted education index,0.910333744,2014
DEU,Germany,71506,Inequality-adjusted life expectancy index,0.898434554,2014
DEU,Germany,71606,Inequality-adjusted income index,0.810917475,2014
DEU,Germany,73506,Overall loss in HDI due to inequality (%),6.937033084,2014
DEU,Germany,89006,"Maternal mortality ratio (deaths per 100,000 live births)",5,2014
DEU,Germany,97306,Natural resource depletion (% of GNI),0.043824662,2014
DEU,Germany,100806,Forest area (% of total land area),32.72284322,2014
DEU,Germany,101606,Inequality in education (%),2.4,2014
DEU,Germany,101706,Inequality in income (%),14.1,2014
DEU,Germany,101806,Inequality in life expectancy (%),3.7,2014
DEU,Germany,103006,Mean years of schooling (years),14.03712,2014
DEU,Germany,103206,Life expectancy index,0.932953846,2014
DEU,Germany,103606,Income index,0.944025,2014
DEU,Germany,103706,Education index,0.932719,2014
DEU,Germany,110906,"Unemployment, youth (% ages 15–24)",7.745,2014
DEU,Germany,111106,International inbound tourists (thousands),32999,2014
DEU,Germany,111306,Private capital flows (% of GDP),6.842155,2014
DEU,Germany,120606,"Life expectancy at birth, female (years)",83.105,2014
DEU,Germany,121106,"Life expectancy at birth, male (years)",78.161,2014
DEU,Germany,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),20.176,2014
DEU,Germany,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),32.069,2014
DEU,Germany,123306,"Expected years of schooling, female (years)",16.7296,2014
DEU,Germany,123406,"Expected years of schooling, male (years)",16.9721,2014
DEU,Germany,123506,"Estimated gross national income per capita, female (2017 PPP $)",40675.9211,2014
DEU,Germany,123606,"Estimated gross national income per capita, male (2017 PPP $)",63264.56882,2014
DEU,Germany,128306,"Prison population (per 100,000 people)",77.6,2014
DEU,Germany,132706,Population ages 65 and older (millions),17.15684,2014
DEU,Germany,132806,Population under age 5 (millions),3.429308,2014
DEU,Germany,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",108.32389,2014
DEU,Germany,133206,Exports and imports (% of GDP),84.620093,2014
DEU,Germany,135006,Coefficient of human inequality,6.733333333,2014
DEU,Germany,136906,"Human Development Index (HDI), female",0.919631506,2014
DEU,Germany,137006,"Human Development Index (HDI), male",0.953613636,2014
DEU,Germany,137506,Human Development Index (HDI),0.937,2014
DEU,Germany,137906,Gender Development Index (GDI),0.964364887,2014
DEU,Germany,138806,Inequality-adjusted HDI (IHDI),0.872,2014
DEU,Germany,140606,"Unemployment, total (% of labour force)",4.981,2014
DEU,Germany,147206,International student mobility (% of total tertiary enrolment),3.1606,2014
DEU,Germany,147906,Youth not in school or employment (% ages 15-24),6.36,2014
DEU,Germany,148206,Labour force participation rate (% ages 15 and older),60.24,2014
DEU,Germany,148306,Employment to population ratio (% ages 15 and older),57.24,2014
DEU,Germany,149206,Government expenditure on education (% of GDP),4.92086,2014
DEU,Germany,150606,Employment in agriculture (% of total employment),1.428,2014
DEU,Germany,150706,Employment in services (% of total employment),70.52,2014
DEU,Germany,164406,Adjusted net savings (% of GNI),13.297696,2014
DEU,Germany,169706,Total unemployment rate (female to male ratio),0.876372586,2014
DEU,Germany,169806,Youth unemployment rate (female to male ratio),0.844476396,2014
DEU,Germany,170006,Concentration index (exports) (value),0.097203669,2014
DEU,Germany,174306,Fossil fuel energy consumption (% of total energy consumption),79.71052694,2014
DEU,Germany,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",46.53775573,2014
DEU,Germany,175706,Women with account at financial institution or with mobile money-service provider (% of female population ages 15 and older),99.44180298,2014
DEU,Germany,178306,Gross capital formation (% of GDP),20.370291,2014
DEU,Germany,179406,Skilled labour force (% of labour force),87.6173,2014
DEU,Germany,179706,Ratio of education and health expenditure to military expenditure,13.43023,2014
DEU,Germany,181206,Proportion of births attended by skilled health personnel (%),98.6,2014
DEU,Germany,181706,Rural population with access to electricity (%),100,2014
DEU,Germany,181806,Current health expenditure (% of GDP),10.96046,2014
DEU,Germany,182206,"Tuberculosis incidence (per 100,000 people)",6.1,2014
DEU,Germany,182806,Population using safely managed drinking-water services (%),100,2014
DEU,Germany,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",60.70000076,2014
DEU,Germany,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.21098,2014
DEU,Germany,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",4111.565767,2014
DEU,Germany,194906,GDP per capita (2017 PPP $),50771.04025,2014
DEU,Germany,195206,Population using safely managed sanitation services (%),97,2014
DEU,Germany,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",9.733450224,2014
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),51776.1446,2014
DEU,Germany,195906,"Domestic material consumption per capita, (tonnes)",14.80997,2014
DEU,Germany,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",150.99,2014
DEU,Germany,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",24.95,2014
DEU,Germany,23806,Population with at least some secondary education (% ages 25 and older),96.5594,2013
DEU,Germany,23906,"Population with at least some secondary education, female (% ages 25 and older)",96.24054,2013
DEU,Germany,24006,"Population with at least some secondary education, male (% ages 25 and older)",96.89616,2013
DEU,Germany,24106,"Mean years of schooling, female (years)",13.5177,2013
DEU,Germany,24206,"Mean years of schooling, male (years)",14.3364,2013
DEU,Germany,31706,Share of seats in parliament (% held by women),35.57142857,2013
DEU,Germany,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",8.7462,2013
DEU,Germany,43006,Vulnerable employment (% of total employment),6.475,2013
DEU,Germany,43606,"Internet users, total (% of population)",84.17,2013
DEU,Germany,44206,Total population (millions),81.174373,2013
DEU,Germany,45106,Urban population (%),77.2,2013
DEU,Germany,46006,Mobile phone subscriptions (per 100 people),123.233,2013
DEU,Germany,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",11.58027,2013
DEU,Germany,48706,"Labour force participation rate (% ages 15 and older), female",54.176,2013
DEU,Germany,48806,"Labour force participation rate (% ages 15 and older), male",66.602,2013
DEU,Germany,52306,Research and development expenditure (% of GDP),2.82105,2013
DEU,Germany,52606,"Remittances, inflows (% of GDP)",0.43924036,2013
DEU,Germany,53506,"Foreign direct investment, net inflows (% of GDP)",1.8002763,2013
DEU,Germany,57206,"Mortality rate, infant (per 1,000 live births)",3.310697,2013
DEU,Germany,57506,"Mortality rate, under-five (per 1,000 live births)",3.956426,2013
DEU,Germany,57806,"Mortality rate, female adult (per 1,000 people)",51.743,2013
DEU,Germany,57906,"Mortality rate, male adult (per 1,000 people)",94.684,2013
DEU,Germany,58006,"HIV prevalence, adult (% ages 15-49)",0.1,2013
DEU,Germany,61006,"Homicide rate (per 100,000 people)",0.840166637,2013
DEU,Germany,63106,Population ages 15–64 (millions),53.357816,2013
DEU,Germany,63206,"Gross enrolment ratio, primary (% of primary school-age population)",100.83825,2013
DEU,Germany,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",100.81089,2013
DEU,Germany,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",61.38684,2013
DEU,Germany,64306,"Infants lacking immunization, measles (% of one-year-olds)",3,2013
DEU,Germany,64406,"Infants lacking immunization, DTP (% of one-year-olds)",2,2013
DEU,Germany,65606,Gross fixed capital formation (% of GDP),19.90147082,2013
DEU,Germany,68606,Gender Inequality Index (GII),0.083,2013
DEU,Germany,69206,Life expectancy at birth (years),80.517,2013
DEU,Germany,69706,Expected years of schooling (years),16.80899,2013
DEU,Germany,71406,Inequality-adjusted education index,0.908441009,2013
DEU,Germany,71506,Inequality-adjusted life expectancy index,0.896582631,2013
DEU,Germany,71606,Inequality-adjusted income index,0.802390659,2013
DEU,Germany,73506,Overall loss in HDI due to inequality (%),7.165775401,2013
DEU,Germany,89006,"Maternal mortality ratio (deaths per 100,000 live births)",5,2013
DEU,Germany,97306,Natural resource depletion (% of GNI),0.062826382,2013
DEU,Germany,100806,Forest area (% of total land area),32.71898647,2013
DEU,Germany,101606,Inequality in education (%),2.4,2013
DEU,Germany,101706,Inequality in income (%),14.8,2013
DEU,Germany,101806,Inequality in life expectancy (%),3.7,2013
DEU,Germany,103006,Mean years of schooling (years),13.9159,2013
DEU,Germany,103206,Life expectancy index,0.931030769,2013
DEU,Germany,103606,Income index,0.941773074,2013
DEU,Germany,103706,Education index,0.930779722,2013
DEU,Germany,110906,"Unemployment, youth (% ages 15–24)",7.826,2013
DEU,Germany,111106,International inbound tourists (thousands),31545,2013
DEU,Germany,111306,Private capital flows (% of GDP),6.312583,2013
DEU,Germany,120606,"Life expectancy at birth, female (years)",82.989,2013
DEU,Germany,121106,"Life expectancy at birth, male (years)",78.014,2013
DEU,Germany,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),20.281,2013
DEU,Germany,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),31.851,2013
DEU,Germany,123306,"Expected years of schooling, female (years)",16.673,2013
DEU,Germany,123406,"Expected years of schooling, male (years)",16.9423,2013
DEU,Germany,123506,"Estimated gross national income per capita, female (2017 PPP $)",40904.72069,2013
DEU,Germany,123606,"Estimated gross national income per capita, male (2017 PPP $)",61483.31157,2013
DEU,Germany,128306,"Prison population (per 100,000 people)",81.6,2013
DEU,Germany,132706,Population ages 65 and older (millions),16.995137,2013
DEU,Germany,132806,Population under age 5 (millions),3.402975,2013
DEU,Germany,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",107.52376,2013
DEU,Germany,133206,Exports and imports (% of GDP),85.078877,2013
DEU,Germany,135006,Coefficient of human inequality,6.966666667,2013
DEU,Germany,136906,"Human Development Index (HDI), female",0.917535621,2013
DEU,Germany,137006,"Human Development Index (HDI), male",0.94968825,2013
DEU,Germany,137506,Human Development Index (HDI),0.935,2013
DEU,Germany,137906,Gender Development Index (GDI),0.966144017,2013
DEU,Germany,138806,Inequality-adjusted HDI (IHDI),0.868,2013
DEU,Germany,140606,"Unemployment, total (% of labour force)",5.231,2013
DEU,Germany,147206,International student mobility (% of total tertiary enrolment),2.73772,2013
DEU,Germany,147906,Youth not in school or employment (% ages 15-24),6.25,2013
DEU,Germany,148206,Labour force participation rate (% ages 15 and older),60.235,2013
DEU,Germany,148306,Employment to population ratio (% ages 15 and older),57.084,2013
DEU,Germany,149206,Government expenditure on education (% of GDP),4.93497,2013
DEU,Germany,150606,Employment in agriculture (% of total employment),1.446,2013
DEU,Germany,150706,Employment in services (% of total employment),70.776,2013
DEU,Germany,164406,Adjusted net savings (% of GNI),12.028534,2013
DEU,Germany,169706,Total unemployment rate (female to male ratio),0.893292129,2013
DEU,Germany,169806,Youth unemployment rate (female to male ratio),0.83658047,2013
DEU,Germany,170006,Concentration index (exports) (value),0.091700581,2013
DEU,Germany,174306,Fossil fuel energy consumption (% of total energy consumption),81.08826801,2013
DEU,Germany,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",46.44729527,2013
DEU,Germany,178306,Gross capital formation (% of GDP),20.053746,2013
DEU,Germany,179406,Skilled labour force (% of labour force),87.2539,2013
DEU,Germany,179706,Ratio of education and health expenditure to military expenditure,12.9632,2013
DEU,Germany,181206,Proportion of births attended by skilled health personnel (%),98.5,2013
DEU,Germany,181706,Rural population with access to electricity (%),100,2013
DEU,Germany,181806,Current health expenditure (% of GDP),10.93191,2013
DEU,Germany,182206,"Tuberculosis incidence (per 100,000 people)",5.9,2013
DEU,Germany,182806,Population using safely managed drinking-water services (%),100,2013
DEU,Germany,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",60.90000153,2013
DEU,Germany,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.22768,2013
DEU,Germany,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",4022.047508,2013
DEU,Germany,194906,GDP per capita (2017 PPP $),49873.1147,2013
DEU,Germany,195206,Population using safely managed sanitation services (%),97,2013
DEU,Germany,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",10.24424866,2013
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),51009.99546,2013
DEU,Germany,195906,"Domestic material consumption per capita, (tonnes)",14.70677,2013
DEU,Germany,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",138.73,2013
DEU,Germany,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",23.52,2013
DEU,Germany,23806,Population with at least some secondary education (% ages 25 and older),96.646,2012
DEU,Germany,23906,"Population with at least some secondary education, female (% ages 25 and older)",96.28518,2012
DEU,Germany,24006,"Population with at least some secondary education, male (% ages 25 and older)",97.0282,2012
DEU,Germany,24106,"Mean years of schooling, female (years)",13.4626,2012
DEU,Germany,24206,"Mean years of schooling, male (years)",14.3328,2012
DEU,Germany,31706,Share of seats in parliament (% held by women),32.36574746,2012
